tier,dropped_layer,dropped_name,dropped_city,dropped_state,dropped_address,winner_layer,reason,archived_at
T3-cross,Nutrien Locations,Sikeston,Sikeston,Missouri,18267 Us Highway 61 South,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Westboro,Westboro,Missouri,501 S. Adams,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Charleston,Charleston,Missouri,711 South Highway 105,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T1-intra,Nutrien Retail,Waka TX,Waka,Texas,11375 Highway 15,Nutrien Retail,"Same layer (Nutrien Retail), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T4-no-address,FSS Flour Mills,Siemer Milling Co.,Teutopolis,Illinois,"111 W. Main St., P.O. Box 670",FSS Grain,"Same company (SIEMER MILLING), no real address on either side, TEUTOPOLIS ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Flour Mills,Adm Milling Co.,Hudson,New York,"201 Rte. 23B, P.O. Box 398",FSS Grain,"Same company (ADM MILLING), no real address on either side, HUDSON NEW YORK",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Flour Mills,Bay State Milling Co.,Platteville,Colorado,"400 Platte St., P.O. Box 1110",FSS Grain,"Same company (BAY STATE MILLING), no real address on either side, PLATTEVILLE COLORADO",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Flour Mills,"Lakeside Mills, Inc.",Rutherfordton,North Carolina,P.O. Box 230,FSS Specialty Mills,"Same company (LAKESIDE MILLS), no real address on either side, RUTHERFORDTON NORTH CAROLINA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Flour Mills,Adm Milling Co.,Camp Hill,Pennsylvania,"Spangler Rd., P.O. Box 3100",FSS Grain,"Same company (ADM MILLING), no real address on either side, CAMP HILL PENNSYLVANIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,"Producers Rice Mill, Inc.",Wilson,Arkansas,"Hwy. 61 S., P.O. Box 246",Producers Rice Mill,"Same company (PRODUCERS RICE MILL), no real address on either side, WILSON ARKANSAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,"Producers Rice Mill, Inc.",Wynne,Arkansas,P.O. Box 566,Producers Rice Mill,"Same company (PRODUCERS RICE MILL), no real address on either side, WYNNE ARKANSAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,"Producers Rice Mill, Inc.",Boyle,Mississippi,"Hwy. 61 S., P.O. Box 457",Producers Rice Mill,"Same company (PRODUCERS RICE MILL), no real address on either side, BOYLE MISSISSIPPI",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,"Riceland Foods, Inc.",Waldenburg,Arkansas,P.O. Box 130,Terminals Rough Rice,"Same company (RICELAND FOODS), no real address on either side, WALDENBURG ARKANSAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,Ardent Mills,Martins Creek,Pennsylvania,"Rte. 611, P.O. Box 193",FSS Flour Mills,"Same company (ARDENT MILLS), no real address on either side, MARTINS CREEK PENNSYLVANIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Grain,"Cargill, Incorporated",Spring Valley,Illinois,"Rte. 89 S., P.O. Box 232",Terminals Corn & Soybean,"Same company (CARGILL), no real address on either side, SPRING VALLEY ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,Wheat Montana Mill & Bakery,Three Forks,Montana,"10778 Hwy. 287, P.O. Box 1270",FSS Flour Mills,"Same company (WHEAT MONTANA MILL BAKERY), no real address on either side, THREE FORKS MONTANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Flour Mills,"Same company (ARROWHEAD MILLS), no real address on either side, HEREFORD TEXAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,"The Morrison Milling Co., Llc",Denton,Texas,"319 E. Prairie, P.O. Box 719",FSS Flour Mills,"Same company (THE MORRISON MILLING), no real address on either side, DENTON TEXAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,Pgp International,Woodland,California,"351 Hanson Way, P.O. Box 2060",FSS Specialty Mills,"Same company (PGP INTERNATIONAL), no real address on either side, WOODLAND CALIFORNIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,Clifton Mill Co.,Clifton,Ohio,"75 Water St., P.O. Box 100",FSS Flour Mills,"Same company (CLIFTON MILL), no real address on either side, CLIFTON OHIO",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,"Lehi Roller Mills, Llc",Lehi,Utah,"833 E. Main St., P.O. Box 217",FSS Flour Mills,"Same company (LEHI ROLLER MILLS), no real address on either side, LEHI UTAH",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,"Lakeside Mills, Inc.",Rutherfordton,North Carolina,P.O. Box 230,FSS Specialty Mills,"Same company (LAKESIDE MILLS), no real address on either side, RUTHERFORDTON NORTH CAROLINA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,"House-Autry Mills, Inc.",Four Oaks,North Carolina,P.O. Box 460,FSS Specialty Mills,"Same company (HOUSE AUTRY MILLS), no real address on either side, FOUR OAKS NORTH CAROLINA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Mix Plants,Essential Eating Sprouted Flours,Waverly,Pennsylvania,P.O. Box 771,FSS Flour Mills,"Same company (ESSENTIAL EATING SPROUTED FLOURS), no real address on either side, WAVERLY PENNSYLVANIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Wheat Montana Mill & Bakery,Three Forks,Montana,"10778 Hwy. 287, P.O. Box 1270",FSS Flour Mills,"Same company (WHEAT MONTANA MILL BAKERY), no real address on either side, THREE FORKS MONTANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Flour Mills,"Same company (ARROWHEAD MILLS), no real address on either side, HEREFORD TEXAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Siemer Milling Co.,Teutopolis,Illinois,"111 W. Main St., P.O. Box 670",FSS Grain,"Same company (SIEMER MILLING), no real address on either side, TEUTOPOLIS ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,"The Morrison Milling Co., Llc",Denton,Texas,"319 E. Prairie, P.O. Box 719",FSS Flour Mills,"Same company (THE MORRISON MILLING), no real address on either side, DENTON TEXAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Bay State Milling Co.,Platteville,Colorado,"400 Platte St., P.O. Box 1110",FSS Grain,"Same company (BAY STATE MILLING), no real address on either side, PLATTEVILLE COLORADO",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Clifton Mill Co.,Clifton,Ohio,"75 Water St., P.O. Box 100",FSS Flour Mills,"Same company (CLIFTON MILL), no real address on either side, CLIFTON OHIO",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,"Ag Processing, Inc.",Sheldon,Iowa,"804 Second Ave., P.O. Box 220",Terminals Soybean Oil,"Same company (AG PROCESSING), no real address on either side, SHELDON IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,"Riceland Foods, Inc.",Waldenburg,Arkansas,P.O. Box 130,Terminals Rough Rice,"Same company (RICELAND FOODS), no real address on either side, WALDENBURG ARKANSAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Ardent Mills,Martins Creek,Pennsylvania,"Rte. 611, P.O. Box 193",FSS Flour Mills,"Same company (ARDENT MILLS), no real address on either side, MARTINS CREEK PENNSYLVANIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,Essential Eating Sprouted Flours,Waverly,Pennsylvania,P.O. Box 771,FSS Flour Mills,"Same company (ESSENTIAL EATING SPROUTED FLOURS), no real address on either side, WAVERLY PENNSYLVANIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,FSS Specialty Mills,"Ag Processing, Inc.",Emmetsburg,Iowa,P.O. Box 98,Terminals Soybean Oil,"Same company (AG PROCESSING), no real address on either side, EMMETSBURG IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Pest Control,Allgood Pest Solutions,Macon,Georgia,,Pest Control,"Same company (ALLGOOD PEST SOLUTIONS), no real address on either side, MACON GEORGIA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Corn & Soybean,"Lakeside Grain Trading, LLC",Chicago,Illinois,,Terminals SRW Wheat,"Same company (LAKESIDE GRAIN TRADING), no real address on either side, CHICAGO ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Corn & Soybean,CHS Inc.,Morris,Illinois,,Terminals Corn & Soybean,"Same company (CHS), no real address on either side, MORRIS ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals HRS Wheat,Riverland Ag Corp.,Duluth,Minnesota,,Terminals Oats,"Same company (RIVERLAND AG), no real address on either side, DULUTH MINNESOTA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals HRS Wheat,Riverland Ag Corp.,Shakopee,Minnesota,,Terminals Oats,"Same company (RIVERLAND AG), no real address on either side, SHAKOPEE MINNESOTA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Rough Rice,"PRODUCER'S RICE MILL, INC",Stuttgart,Arkansas,,Terminals Rough Rice,"Same company (PRODUCER S RICE MILL), no real address on either side, STUTTGART ARKANSAS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals SRW Wheat,ADM Grain Company,Evansville,Indiana,,Terminals SRW Wheat,"Same company (ADM GRAIN), no real address on either side, EVANSVILLE INDIANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Ag Processing Incorporated,Sheldon,Iowa,,Terminals Soybean Oil,"Same company (AG PROCESSING), no real address on either side, SHELDON IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Ag Processing Incorporated,Emmetsburg,Iowa,,Terminals Soybean Oil,"Same company (AG PROCESSING), no real address on either side, EMMETSBURG IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Owensboro Grain Holding Company, Inc.",Owensboro,Kentucky,,Terminals SRW Wheat,"Same company (OWENSBORO GRAIN HOLDING), no real address on either side, OWENSBORO KENTUCKY",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Archer-Daniels-Midland Co.,Decatur,Illinois,,Terminals Soybean Oil,"Same company (ARCHER DANIELS MIDLAND), no real address on either side, DECATUR ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Archer-Daniels-Midland Co.,Des Moines,Iowa,,Terminals Soybean Oil,"Same company (ARCHER DANIELS MIDLAND), no real address on either side, DES MOINES IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Archer-Daniels-Midland Co.,Mexico,Missouri,,Terminals Soybean Oil,"Same company (ARCHER DANIELS MIDLAND), no real address on either side, MEXICO MISSOURI",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Archer-Daniels-Midland Co.,Quincy,Illinois,,Terminals Soybean Oil,"Same company (ARCHER DANIELS MIDLAND), no real address on either side, QUINCY ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Bunge North America (East), LLC",Decatur,Indiana,,Terminals Soybean Oil,"Same company (BUNGE NORTH AMERICA EAST), no real address on either side, DECATUR INDIANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Cargill, Inc.",Bloomington,Illinois,,Terminals Soybean Oil,"Same company (CARGILL), no real address on either side, BLOOMINGTON ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Cargill, Inc.",Iowa Falls,Iowa,,Terminals Soybean Oil,"Same company (CARGILL), no real address on either side, IOWA FALLS IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Cargill, Inc.",Lafayette,Indiana,,Terminals Soybean Oil,"Same company (CARGILL), no real address on either side, LAFAYETTE INDIANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Incobrasa Industries, LLC",Gilman,Illinois,,Terminals Soybean Oil,"Same company (INCOBRASA INDUSTRIES), no real address on either side, GILMAN ILLINOIS",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Louis Dreyfus Company Claypool Holdings LLC,Claypool,Indiana,,Terminals Soybean Oil,"Same company (LOUIS DREYFUS COMPANY CLAYPOOL HOLDINGS), no real address on either side, CLAYPOOL INDIANA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,"Platinum Crush, LLC",Alta,Iowa,,Terminals Soybean Oil,"Same company (PLATINUM CRUSH), no real address on either side, ALTA IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-address,Terminals Soybean Meal,Shell Rock Soy Processing LLC,Shell Rock,Iowa,,Terminals Soybean Oil,"Same company (SHELL ROCK SOY PROCESSING), no real address on either side, SHELL ROCK IOWA",2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Flour Mills,Ardent Mills,Chester,Illinois,"101 Water St., P.O. Box 369",FSS Grain,Same company (ARDENT MILLS) in CHESTER ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Flour Mills,Adm Milling Co.,Lincoln,Nebraska,"540 South St., P.O. Box 81308",FSS Grain,Same company (ADM MILLING) in LINCOLN NEBRASKA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Flour Mills,Adm Milling Co.,Cheney,Washington,"601 First St., P.O. Box 248",FSS Grain,Same company (ADM MILLING) in CHENEY WASHINGTON; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producers Rice Mill, Inc.",Eudora,Arkansas,340 S Main St,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in EUDORA ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producers Rice Mill, Inc.",Pine Bluff,Arkansas,121 S. Kansas St.,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in PINE BLUFF ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producers Rice Mill, Inc.",Stuttgart,Arkansas,N Anna St,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in STUTTGART ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producers Rice Mill, Inc.",Tyronza,Arkansas,2790 Old Hwy 63,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in TYRONZA ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producers Rice Mill, Inc.",Greenville,Mississippi,Hwy. 82 W. and Producers Dr.,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in GREENVILLE MISSISSIPPI; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Cargill, Incorporated",Meredosia,Illinois,111 Main St.,Terminals Corn & Soybean,Same company (CARGILL) in MEREDOSIA ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Flint Hills Grain, Llc",Abilene,Kansas,513 W. First,Terminals HRW Wheat,Same company (FLINT HILLS GRAIN) in ABILENE KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,The Scoular Company,Pratt,Kansas,10333 N.E. 30th St.,Terminals HRW Wheat,Same company (THE SCOULAR) in PRATT KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Viterra Usa Grain, Llc",Henderson,Kentucky,105 Towles,Terminals SRW Wheat,Same company (VITERRA USA GRAIN) in HENDERSON KENTUCKY; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producer Ag, Llc",Milan,Kansas,1063 W. 10th Ave.,Terminals HRW Wheat,Same company (PRODUCER AG) in MILAN KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Sunrise Cooperative,Clyde,Ohio,1100 Burkholder Rd.,Terminals SRW Wheat,Same company (SUNRISE COOPERATIVE) in CLYDE OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Cargill, Incorporated",Salina,Kansas,"1112 N. Halstead Rd., P.O. Box 2623",Terminals HRW Wheat,Same company (CARGILL) in SALINA KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Savage Riverport,Savage,Minnesota,12100 Yosemite Ave.,Terminals Oats,Same company (SAVAGE RIVERPORT) in SAVAGE MINNESOTA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"The Andersons, Inc.",Maumee,Ohio,"1283 Conant St., P.O. Box 119",FSS Grain,Same company (THE ANDERSONS) in MAUMEE OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"The Andersons, Inc.",Maumee,Ohio,"515 Illinois Ave., P.O. Box 119",Terminals SRW Wheat,Same company (THE ANDERSONS) in MAUMEE OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Archer Daniels Midland Co.,Plains,Kansas,"304 Grand Ave., P.O. Box 548",FSS Grain,Same company (ARCHER DANIELS MIDLAND) in PLAINS KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Producer Ag, Llc",Canton,Kansas,1407 25th Ave.,Terminals HRW Wheat,Same company (PRODUCER AG) in CANTON KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Ardent Mills,Alton,Illinois,145 W. Broadway,Terminals SRW Wheat,Same company (ARDENT MILLS) in ALTON ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Cargill, Incorporated",Lima,Ohio,1545 N. Cable Rd.,Terminals SRW Wheat,Same company (CARGILL) in LIMA OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Sunrise Cooperative,Wakeman,Ohio,1981 Fitchville River Rd.,Terminals SRW Wheat,Same company (SUNRISE COOPERATIVE) in WAKEMAN OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Hansen-Mueller Co.,Duluth,Minnesota,200 Garfield Ave.,Terminals Oats,Same company (HANSEN MUELLER) in DULUTH MINNESOTA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Riceland Foods, Inc.",Newport,Arkansas,200 Plum St,Terminals Rough Rice,Same company (RICELAND FOODS) in NEWPORT ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Riceland Foods, Inc.",Hickory Ridge,Arkansas,210 S Front St,Terminals Rough Rice,Same company (RICELAND FOODS) in HICKORY RIDGE ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Viterra Usa Grain, Llc",Rockwood,Illinois,2130 Little Levee Rd.,Terminals SRW Wheat,Same company (VITERRA USA GRAIN) in ROCKWOOD ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Sunrise Cooperative,Galion,Ohio,"2155 State, Rte. 598",Terminals SRW Wheat,Same company (SUNRISE COOPERATIVE) in GALION OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Riceland Foods, Inc.",Jonesboro,Arkansas,216 N. Gee St.,Terminals Rough Rice,Same company (RICELAND FOODS) in JONESBORO ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Archer Daniels Midland Co.,Lincoln,Nebraska,2400 Fair St.,Terminals Soybean Oil,Same company (ARCHER DANIELS MIDLAND) in LINCOLN NEBRASKA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Ursa Farmers Coop,Warsaw,Illinois,P.O. Box 118,FSS Grain,Same company (URSA FARMERS COOP) in WARSAW ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Riceland Foods, Inc.",Dumas,Arkansas,271 Hwy. 212 E.,Terminals Rough Rice,Same company (RICELAND FOODS) in DUMAS ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Archer Daniels Midland Co.,Morris,Illinois,"N. River Rd., P.O. Box 352",FSS Grain,Same company (ARCHER DANIELS MIDLAND) in MORRIS ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Archer Daniels Midland Co.,Frankfort,Indiana,2906 S. CR 930 W.,Terminals Soybean Oil,Same company (ARCHER DANIELS MIDLAND) in FRANKFORT INDIANA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Bartlett Grain Company, Lp",Wichita,Kansas,3311 N. Emporia,Terminals HRW Wheat,Same company (BARTLETT GRAIN) in WICHITA KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,The Scoular Company,Salina,Kansas,3339 E. Country Club Rd.,Terminals HRW Wheat,Same company (THE SCOULAR) in SALINA KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Viterra Usa Grain, Llc",Wichita,Kansas,5755 S. Hoover Rd.,Terminals HRW Wheat,Same company (VITERRA USA GRAIN) in WICHITA KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,The Scoular Company,Wellington,Kansas,766 E. 20th St. S.,Terminals HRW Wheat,Same company (THE SCOULAR) in WELLINGTON KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,Adm Milling Co.,Beech Grove,Indiana,"854 Bethel Ave., P.O. Box 610",FSS Flour Mills,Same company (ADM MILLING) in BEECH GROVE INDIANA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Grain,"Cargill, Incorporated",Atchison,Kansas,Hwy. 59 W.,Terminals HRW Wheat,Same company (CARGILL) in ATCHISON KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Supreme Rice, Llc",Crowley,Louisiana,Four S. Ave. D.,Supreme Rice,Same company (SUPREME RICE) in CROWLEY LOUISIANA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Producers Rice Mill, Inc.",Stuttgart,Arkansas,P.O. Box 1248,FSS Grain,Same company (PRODUCERS RICE MILL) in STUTTGART ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Ag Processing, Inc.",Mason City,Iowa,"1605 19th St. S.W., P.O. Box 1068",Terminals Soybean Oil,Same company (AG PROCESSING) in MASON CITY IOWA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Cargill, Incorporated",Cedar Rapids,Iowa,1710 16th St. S.E.,Terminals Soybean Oil,Same company (CARGILL) in CEDAR RAPIDS IOWA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Ag Processing, Inc.",Sergeant Bluff,Iowa,"2753 Port Neal Circle, P.O. Box 200",Terminals Soybean Oil,Same company (AG PROCESSING) in SERGEANT BLUFF IOWA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,Adm Milling Co.,Lincoln,Nebraska,"540 South St., P.O. Box 81308",FSS Grain,Same company (ADM MILLING) in LINCOLN NEBRASKA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Ag Processing, Inc.",Dawson,Minnesota,800 Diagonal St,Terminals Soybean Oil,Same company (AG PROCESSING) in DAWSON MINNESOTA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,FSS Specialty Mills,"Ag Processing, Inc.",St. Joseph,Missouri,"900 Lower Lake Rd., P.O. Box 427",Terminals Soybean Oil,Same company (AG PROCESSING) in ST. JOSEPH MISSOURI; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Feed Stores,Midwest Feeders Inc,Ingalls,Kansas,5013 Co Rd 13,Feed Manufacturers,Same company (MIDWEST FEEDERS) in INGALLS KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Feed Stores,Tractor Supply Co.,Mansura,Louisiana,,Feed Stores,Same company (TRACTOR SUPPLY) in MANSURA LOUISIANA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Feed Stores,Cargill Inc,Hickman,Kentucky,606 Ashland St,FSS Grain,Same company (CARGILL) in HICKMAN KENTUCKY; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Producers Rice Mill Inc,Wilmot,Arkansas,18995 US-165,Producers Rice Mill,Same company (PRODUCERS RICE MILL) in WILMOT ARKANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Consolidated Grain and Barge Co.,Charleston,Missouri,6720 N Hwy K,Terminals SRW Wheat,Same company (CONSOLIDATED GRAIN AND BARGE) in CHARLESTON MISSOURI; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,AG Processing Inc.,Manning,Iowa,1000 300th St,FSS Specialty Mills,Same company (AG PROCESSING) in MANNING IOWA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Cargill Inc,Lacon,Illinois,101 S Water St,FSS Grain,Same company (CARGILL) in LACON ILLINOIS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Frontier Ag Inc,Colby,Kansas,,Grain Elevators,Same company (FRONTIER AG) in COLBY KANSAS; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Cargill Inc,Circleville,Ohio,309 W Main St,FSS Grain,Same company (CARGILL) in CIRCLEVILLE OHIO; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
T4-no-real-paired,Grain Elevators,Star of the West Milling Co.,Ligonier,Indiana,100 Richmond St,FSS Grain,Same company (STAR OF THE WEST MILLING) in LIGONIER INDIANA; paired no-address with single facility,2026-05-13T10:17:37.363298+00:00
