Company Name,Category,Street_Address,City,State_Parsed,ZIP_Parsed,Lat / Long,Capacity
"Columbia Grain International, Llc 25611 Hwy. 2 E.",Grain,25611 Hwy. 2,E.Cut Bank (Meriwether),MT,59427,,"523,000 bus up."
Ardent Mills,Grain,258 Harvest Lane,Pocono Summit,PA,18346,,"1,150,000 bus up."
Mennel Grain – Troy,Grain,2600 N. Dixie Hwy.,Troy,OH,45373,,"3,445,000 bus up."
Mennel Grain – Mexico,Grain,2602 W. Third St.,Mexico,IN,46958,,"1,050,000 bus up"
"Cargill, Incorporated",Grain,"2609 260th St., P.O. Box 190",Albion,NE,68620,,"1,679,000 bus up"
"Semo Milling, Llc",Specialty Mills,261 River Rd.,Scott City,MO,63780,,"less than 36,000 bus"
"Viterra Usa Grain, Llc",Grain,2610 Grand Ave.,Kearney,NE,68847,,"2,269,000 bus up; 5,585,000 bus fl."
"Ray-Carroll County Grain Growers, Inc. 26194 Hwy. 20",Grain,26194 Hwy.,20Corder,MO,65236,,"8,242,000 bus up."
Ursa Farmers Coop,Grain,2625 E. 30th St.,Warsaw,IL,62379,,"4,543,000 bus up."
Ursa Farmers Coop,Grain,2625 E. 30th St.,Warsaw,IL,62379,,"4,543,000 bus up."
"The Andersons, Inc.",Grain,26250 B Dr. N.,Albion,MI,49224,,"1,750,000 bus up; 1,950,000 bus fl."
Archer Daniels Midland Co.,Grain,"2626 S. County Rd. 275 W., P.O. Box 178",Logansport,IN,46947,,"5,387,531 bus up."
"Columbia Grain International, Llc",Grain,263 Rd. 105,Rudyard,MT,59540,,"2,784,000 bus up"
Cpi,Grain,265 N. Showboat Blvd.,Hastings,NE,68902,,"10,063,000 bus up; 8,120,000 bus fl."
Cargill Aghorizons,Grain,2655 Depot St.,Bettendorf,IA,52722,,"470,000 bus up"
Pride Ag Resources,Grain,26870 S.E. 232 Rd.,Hanston,KS,67518,,"524,000 bus up"
"Cargill, Incorporated",Grain,"26949 Holt 290, P.O. Box 158",Forest City,MO,64451,,"1,205,000 bus up."
Archer Daniels Midland Co.,Grain,"2700 N. Stockbridge Rd., P.O. Box 450",Webberville,MI,48892,,"2,325,242 bus up; 2,747,758 bus fl."
Consolidated Grain & Barge Co.,Grain,2701 Bluff Rd,Mt Vernon,IN,47620,,"4,317,000 bus up; 1,002,000 bus fl"
Consolidated Grain & Barge Co.,Grain,271 David Work Dr.,Rosedale,MS,38769,,"3,599,000 bus up."
"Riceland Foods, Inc.",Grain,271 Hwy. 212 E.,Dumas,AR,71639,,"1,716,000 bus up."
D & P Terminal Elevator,Grain,2715 12th Ave. N.,Fargo,ND,58102,,"1,250,000 bus up."
Consolidated Grain & Barge Co.,Grain,2724 Bunge Rd.,Arkansas City,AR,71630,,"124,000 bus up."
Archer Daniels Midland Co.,Grain,2730 Dixie Flyer Rd.,Evansville,IN,47712,,"1,822,232 bus up."
Landus Cooperative,Grain,2751 Perkins Ave.,Sac City,IA,50583,,"704,000 bus up; 748,000 bus fl."
"Ag Processing, Inc.",Specialty Mills,"2753 Port Neal Circle, P.O. Box 200",Sergeant Bluff,IA,51054,,
Adm Benson Quinn,Grain,2764 Hwy. 200A,Hensler,ND,58530,,"1,790,000 bus up."
Ardent Mills,Grain,2780 G Ave.,Ogden,UT,84401,,"2,253,000 bus up"
Ardent Mills,Flour mills,2780 G Ave.,Ogden,UT,84401,,"15,800 cwts"
Ardent Mills,Specialty Mills,2780 G Ave.,Ogden,UT,84401,,
Alliance Grain Co.,Grain,"27896 N. 3300 E. Rd., P.O. Box 118",Campus,IL,60920,,"1,866,000 bus up."
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,715 cwts.
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,715 cwts
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,715 cwts
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,715 cwts.
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,715 cwts.
Bay State Milling Co.,Specialty Mills,279 Beaudin Blvd.,Bolingbrook,IL,60440,,
Bay State Milling Co.,Mix Plants,279 Beaudin Blvd.,Bolingbrook,IL,60440,,
"Producers Rice Mill, Inc.",Grain,2790 Old Hwy 63,Tyronza,AR,72386,,"1,720,000 bus up."
Archer Daniels Midland Co.,Grain,280 S. Calhoun St.,Morris,IL,60450,,"991,392 bus up."
Ardent Mills,Grain,2800 Blackbridge Rd.,York,PA,17402,,"380,000 bus up."
Ardent Mills,Flour mills,2800 Blackbridge Rd.,York,PA,17402,,"5,800 cwts."
Frontier Cooperative Co.,Grain,2800 Leighton Ave.,Lincoln,NE,68504,,"1,250,000 bus up; 300,000 bus fl"
"Ag Processing, Inc.",Specialty Mills,"2801 E. Seventh St., P.O. Box 49",Hastings,NE,68902,,
Cargill Aghorizons,Grain,2801 First Ave. S. Lethbridge,AB,,T1J 4P9,,"1,300,000 bus up"
"Scf Lewis & Clark Terminals, Llc",Grain,2801 Rock Rd.,Granite City,IL,62040,,"70,000 bus up."
Ardent Mills,Grain,2807 Burlington Ave.,Shelby,MT,59474,,"72,000 bus up."
"Windriver Grain, Llc",Grain,2810 E. U.S. Hwy. 50,Garden City,KS,67846,,"3,913,000 bus up"
Lifeline Foods,Grain,2811 S. 11th St.,St. Joseph,MO,64503,,"2,400,000 bus up."
Lifeline Foods,Flour mills,2811 S. 11th St. St.,Joseph,MO,64503,,
Lifeline Foods,Specialty Mills,2811 S. 11th St. St.,Joseph,MO,64503,,"60,000 bus"
Lifeline Foods,Specialty Mills,2811 S. 11th St. St.,Joseph,MO,64503,,"60,000 bus"
Lifeline Foods,Specialty Mills,2811 S. 11th St. St.,Joseph,MO,64503,,
Lifeline Foods,Specialty Mills,2811 S. 11th St. St.,Joseph,MO,64503,,
Ardent Mills,Flour mills,285 Harvest Lane,Pocono Summit,PA,18346,,"21,200 cwts"
Ardent Mills,Specialty Mills,285 Harvest Lane,Pocono Summit,PA,18346,,"2,400 cwts"
Archer Daniels Midland Co.,Grain,28605 12 Rd.,Montezuma,KS,67867,,"3,140,230 bus up; 2,050,000 bus fl."
Landus Cooperative,Grain,29 Beech St.,Boxholm,IA,50040,,"2,037,000 bus up."
Ardent Mills,Grain,2900 C St.,Omaha,NE,68107,,"2,000,000 bus up."
Ardent Mills (South Mill),Flour mills,2900 C St.,Omaha,NE,68107,,"8,150 cwts"
Ardent Mills,Specialty Mills,2900 C St.,Omaha,NE,68107,,1000 cwts.
Malt One,Grain,2901 Fifth St. N.E.,Minneapolis,MN,55418,,"4,100,000 bus up."
Archer Daniels Midland Co.,Grain,2906 S. CR 930 W.,Frankfort,IN,46041,,"2,925,108 bus up."
Miller Milling Co.,Grain,2908 S. Maple Ave.,Fresno,CA,93725,,"3,500,000 bus up."
Miller Milling Co.,Flour mills,2908 S. Maple Ave.,Fresno,CA,93725,,"9,500 cwts"
Miller Milling Co.,Specialty Mills,2908 S. Maple Ave.,Fresno,CA,93725,,"5,500 cwts."
Miller Milling Co.,Specialty Mills,2908 S. Maple Ave.,Fresno,CA,93725,,
"Columbia Grain International, Llc",Grain,291 Central Ferry Rd.,Pomeroy,WA,99347,,"2,000,000 bus up"
"General Mills, Inc.",Grain,"2917 Guinotte Ave., P.O. Box 33555",Kansas City,MO,64120,,"4,097,000 bus up."
"General Mills, Inc.",Flour mills,"2917 Guinotte Ave., P.O. Box 33555",Kansas City,MO,64120,,"27,000 cwts"
"General Mills, Inc.",Mix Plants,"2917 Guinotte Ave., P.O. Box 33555",Kansas City,MO,64120,,
"Farmers Grain Terminal, Inc.",Grain,295 Immigrant Rd.,Lake Village,AR,71653,,"1,465,000 bus up."
Mennel Grain – Morral,Grain,2970 Co Hwy. 74,Morral,OH,43337,,"2,281,000 bus up."
Agstate,Grain,"30 E. Main, P.O. Box 38",Albert City,IA,50510,,"8,046,000 bus up; 969,000 bus fl."
"New Cooperative, Inc.",Grain,300 Agricultural Ave.,Gruver,IA,51344,,"5,236,000 bus up"
Thresher Artisan Wheat —,Grain,300 E.,Hayden Pocatello,ID,83201,,
Ardent Mills,Flour mills,300 E.,Broadway Newton,KS,67114,,"8,000 cwts"
Ardent Mills,Specialty Mills,300 E.,Broadway Newton,KS,67114,,
Ardent Mills,Grain,300 E. Broadway,Newton,KS,67114,,"3,716,000 bus up."
Alliance Grain Co.,Grain,300 East St.,Anchor,IL,61702,,"2,290,000 bus up."
Archer Daniels Midland Co.,Grain,"300 Enterprise St., P.O. Box 138",Mound City,IL,62963,,"1,437,000 bus up."
"Cargill, Incorporated",Grain,"300 Levee Rd., P.O. Box 307",New Madrid,MO,63869,,"3,503,000 bus up."
"Perdue Agribusiness Grain, Llc",Grain,300 New St.,Seaford,DE,19973,,"1,200,000 bus up."
"Viterra Usa Grain, Llc",Grain,300 Osage St.,Creston,IA,50801,,"2,554,400 bus up; 5,061,600 bus fl."
Consolidated Grain & Barge Co.,Grain,300 S. Hancock Ave.,Freeport,IL,61032,,"1,244,000 bus up; 1,414,000 bus fl."
Consolidated Grain & Barge Co.,Grain,300 Three Rivers Parkway,North Bend,OH,45052,,"112,000 bus up."
"Cargill, Incorporated",Grain,300 Upper Wynnburg Lane,Tiptonville,TN,38079,,"385,000 bus up"
"Jackson Farmers, Inc.",Grain,"300 W. Broadway, P.O. Box 68",Lancaster,KS,66041,,"1,602,000 bus up"
Adm Corn Processing Division,Specialty Mills,3000 E. Eighth St.,Columbus,NE,68601,,
Hansen-Mueller Co.,Grain,3001 Cornhusker Hwy.,Lincoln,NE,68504,,"12,592,000 bus up"
"Pacific Northwest Farmers Cooperative, Inc.",Grain,"301 Almota Docks Rd., P.O. Box 151",Colfax,WA,99111,,"687,000 bus up"
"Central Ferry Terminal Association, Inc.",Grain,301 Central Ferry Rd.,Pomeroy,WA,99347,,"3,685,000 bus up"
Sunrise Cooperative,Grain,301 E. Ohio St.,Uniopolis,OH,45888,,"5,400,000 bus up."
"Cargill, Incorporated",Grain,301 Griggs,Morris,IL,60450,,"125,000 bus up."
"Columbia Grain International, Llc",Grain,301 Kilowatt Dr.,Minto,ND,58261,,"700,000 bus up"
"Attebury Grain, Inc. (Claude)",Grain,301 N.,Richmond Claude,TX,79019,,"4,165,000 bus up; 1,560,000 bus fl"
"Premier Cooperative, Inc.",Grain,301 S.,David Sidney,IL,61877,,"4,250,000 bus up; 1,129,300 bus fl."
The Mennel Milling Co. Of Michigan,Flour mills,301 S. Mill St.,Dowagiac,MI,49047,,"5,500 cwts"
The Mennel Milling Co. Of Michigan,Specialty Mills,301 S. Mill St.,Dowagiac,MI,49047,,
"Riviana Foods, Inc.",Specialty Mills,301 Tower St. N.W.,Clearbrook,MN,56634,,
"Riviana Foods, Inc.",Grain,"301 Tower St. N.W., P.O. Box 290",Clearbrook,MN,56634,,"100,000 bus up"
Central Valley Ag,Grain,"301 Water St., P.O. Box 227",St. Edward,NE,68660,,"1,670,000 bus up"
"Viterra Usa Grain, Llc",Grain,302 E. Pacific,Lexington,NE,68850,,"1,120,000 bus up"
Miller Milling Co.,Grain,302 Park Center Dr.,Winchester,VA,22603,,"1,650,000 bus up"
Miller Milling Co.,Flour mills,302 Park Center Dr.,Winchester,VA,22603,,"26,500 cwts"
Miller Milling Co.,Specialty Mills,302 Park Center Dr.,Winchester,VA,22603,,"13,000 cwts."
Landus Cooperative,Grain,"302 Sand St., P.O. Box 248",Churdan,IA,50050,,"1,585,000 bus up."
"Riceland Foods, Inc.",Grain,302 US-65,McGehee,AR,71654,,"2,706,000 bus up."
Shawnee Milling Co.,Flour mills,"302 W. Oklahoma St., P.O. Box 1000",Okeene,OK,73763,,"4,000 cwts"
Shawnee Milling Co. (Okeene Milling Co.),Specialty Mills,"302 W. Oklahoma St., P.O. Box 1000",Okeene,OK,73763,,
Consolidated Grain & Barge Co.,Grain,303 Hwy. 73,Falls City,NE,68355,,"2,227,000 bus up"
"Viterra Usa Grain, Llc",Grain,303 N.W. Rd.,Shenandoah,IA,51601,,"1,480,000 bus up."
"The Andersons, Inc.",Grain,303 W. 19th St.,Kearney,NE,68845,,"350,000 bus up; 215,000 bus fl."
"New Cooperative, Inc.",Grain,30382 Filbert Ave.,Blencoe,IA,51523,,
Archer Daniels Midland Co.,Grain,"304 Grand Ave., P.O. Box 548",Plains,KS,67869,,"3,300,000 bus up; 574,000 bus fl."
Alliance Grain Co.,Grain,"305 E. Melvin St., P.O. Box 167",Bellflower,IL,61724,,"2,035,000 bus up."
Landus Cooperative,Grain,305 Ellen St.,Irwin,IA,51446,,"1,435,000 bus up"
"Viterra Usa Grain, Llc",Grain,305 Herbert Rd.,New Johnsonville,TN,37134,,"758,000 bus up"
"Cargill, Incorporated",Grain,"305 Herbert Rd., P.O. Box 388",New Johnsonville,TN,37134,,"1,485,000 bus up"
"Ray-Carroll County Grain Growers, Inc.",Grain,30537 CR 308,Carrollton,MO,64633,,"504,000 bus up."
Consolidated Grain & Barge Co.,Grain,306 E. 10th St.,Connersville,IN,47331,,"1,198,000 bus up."
"Michigan Agricultural Commodities, Inc.",Grain,"306 N. Caroline, P.O. Box 195",Middleton,MI,48856,,"5,300,000 bus up; 1,300,000 bus fl."
"Conrad Rice Mill, Inc.",Specialty Mills,307 Ann St,New Iberia,LA,70560,,
Ursa Farmers Coop,Grain,307 Elm St.,Canton,MO,63435,,"506,000 bus up; 4,300,000 bus fl."
"Producers Rice Mill, Inc.",Grain,307 Hwy. 49,McCrory,AR,72101,,"3,421,000 bus up."
"The Andersons, Inc.",Grain,3075 E. Lincoln Dr.,Idaho Falls,ID,83401,,"600,000 bus up; 1,200,000 bus fl."
Archer Daniels Midland Co.,Grain,308 E. Chestnut St.,Shelbina,MO,63468,,"200,000 bus up"
"The Andersons, Inc.",Grain,3082 Louisiana 562,Wisner,LA,71378,,"1,800,000 bus up; 4,300,000 bus fl."
Cortez Milling Co.,Flour mills,309 N.,Market Cortez,CO,81321,,"1,000 cwts"
"Cargill, Incorporated",Grain,309 N. Halstead,Hutchinson,KS,67501,,"8,863,000 bus up"
Adm Milling Co.,Grain,309 W. Madison Ave.,Arkansas City,KS,67005,,"1,381,000 bus up."
Adm Milling Co.,Flour mills,309 W. Madison Ave.,Arkansas City,KS,67005,,"9,000 cwts"
"Cargill, Incorporated",Grain,"309 W. Main St., P.O. Box 440",Circleville,OH,43113,,"2,082,000 bus up."
"Riceland Foods, Inc.",Grain,310 E 1st St,Tuckerman,AR,72473,,"2,697,000 bus up; 967,000 bus fl."
"Cargill, Incorporated",Grain,"310 S. Water St., P.O. Box 438",Havana,IL,62644,,"700,000 bus up."
"The Andersons, Inc.",Grain,310 W. Third St.,Oakley,MI,48649,,"5,043,000 bus up"
Mennel Grain – West Point,Grain,3100 Southern Ave.,West Point,VA,23181,,"2,630,000 bus up"
Archer Daniels Midland Co.,Grain,3100 Wharf Rd.,Galveston,TX,77550,,"3,223,000 bus up."
United Grain Corp.,Grain,31005 Launch Lane,Umatilla,OR,97882,,"2,600,000 bus up."
Consolidated Grain & Barge Co.,Grain,31051 E. 3200 N. Rd.,Dwight,IL,60420,,"2,274,000 bus up; 2,141,000 bus"
"Co-Alliance, Llp",Grain,311 W. Kelly Rd.,Frankfort,IN,46041,,"600,000 bus up; 400,000 bus fl."
Heartland Co-Op,Grain,3111 290th St.,Gilman,IA,50106,,"6,285,000 bus up; 1,800,000 bus fl."
Alliance Grain Co.,Grain,"312 W. Ohio, R.R. #1, Box 101K",Sibley,IL,61773,,"1,700,000 bus up. Svc: Dry"
"Cargill, Incorporated",Grain,"3126 174th Ave., P.O. Box 187",Hamburg,IA,51640,,"920,000 bus up."
"Cargill, Incorporated",Grain,"313 Main St., P.O. Box 36",Alberta,MN,56207,,"3,430,000 bus up."
"The Andersons, Inc.",Grain,313 Railroad St.,Riverdale,NE,68870,,"3,205,000 bus up"
"The Andersons, Inc.",Grain,313 S. Anne St.,Reading,MI,49274,,"4,033,000 bus up; 480,000 bus fl."
Landus Cooperative,Grain,314 N. Main St.,Rake,IA,50465,,"2,569,000 bus up; 1,824,000 bus fl."
Kerry,Mix Plants,"3141 W. North Ave., #1108",Melrose Park,IL,60160,,
Howlett Farms,Grain,3142 Bronson Hill Rd.,Livonia,NY,14487,,"703,000 bus up."
Prairie Central Co-Op,Grain,31469N 2550 E. Rd.,Chenoa,IL,61726,,"4,390,000 bus up."
"Grain Millers, Inc.",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc.",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc.",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc.",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc. (West Coast Operations)",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc. (West Coast Operations)",Specialty Mills,315 Madison St.,Eugene,OR,97402,,
"Grain Millers, Inc.",Mix Plants,315 Madison St.,Eugene,OR,97402,,
"The Andersons, Inc.",Grain,315 N. Auburn,Auburn,MI,48611,,"1,983,000 bus up; 700,000 bus fl."
Siemer Milling Co.,Grain,315 Quintin Court,Hopkinsville,KY,42240,,"4,170,000 bus up"
Siemer Milling Co.,Flour mills,315 Quintin Court,Hopkinsville,KY,42240,,"20,500 cwts"
Consolidated Grain & Barge Co.,Grain,3150 Rinaldo Rd.,Owensboro,KY,42301,,"792,000 bus up."
"Producers Rice Mill, Inc.",Grain,3156 AR-276,DeWitt,AR,72042,,"3,114,000 bus up."
Mgi Grain,Grain,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,,
Mgi Grain,Specialty Mills,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,,"2,400 cwts"
Mgi Grain,Specialty Mills,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,,
Mgi Grain,Specialty Mills,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,,"500,000 cwts."
"Chs, Inc.",Grain,316 W Emma St,Rockford,WA,99030,,"1,800,000 bus up"
Consolidated Grain & Barge Co.,Grain,3164 Southside Ave.,Cincinnati,OH,45204,,"1,795,000 bus up."
Consolidated Grain & Barge Co.,Grain,"3164 Southside, P.O. Box 145525",Cincinnati,OH,45204,,"1,602,000 bus up."
"Ray-Carroll County Grain Growers, Inc.",Grain,317 Centre St.,Sumner,MO,64681,,"543,000 bus up."
Frontier Cooperative Co.,Grain,3176 K Rd.,Syracuse,NE,68446,,"1,840,000 bus up"
"Cargill, Incorporated",Grain,3185 Old Indiana 122,Boston,IN,47324,,"499,000 bus up; 400,000 bus fl."
Morrison Milling Co.,Grain,"319 E. Prairie St., P.O. Box 719",Denton,TX,76202,,"850,000 bus up."
"The Morrison Milling Co., Llc",Flour mills,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,,"5,000 cwts."
"The Morrison Milling Co., Llc",Specialty Mills,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,,"1,200 bus"
"The Morrison Milling Co., Llc",Mix Plants,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,,
The Mennel Milling Co.,Flour mills,320 Findlay St.,Fostoria,OH,44830,,"28,000 cwts"
The Mennel Milling Co.,Specialty Mills,320 Findlay St.,Fostoria,OH,44830,,
The Mennel Milling Co.,Specialty Mills,320 Findlay St.,Fostoria,OH,44830,,
Consolidated Grain & Barge Co.,Grain,"320 Turner St., P.O. Box 90",Uniontown,KY,42461,,"2,541,000 bus up."
"Cargill, Incorporated",Specialty Mills,3201 Needmore Rd.,Dayton,OH,45414,,
Bakemark,Mix Plants,3202 Ninth St. S.E. Calgary,AB,,T2G 3C3,,
"Bunge Milling, Inc.",Grain,321 E. North St.,Danville,IL,61834,,"11,965,000 bus up."
Bunge Milling,Specialty Mills,321 E. North St.,Danville,IL,61834,,
"Cargill, Incorporated",Grain,"321 W. First Rd., P.O. Box 378",LaPaz,IN,46537,,"801,000 bus up."
"Farmers Rice Milling Co., Inc.",Specialty Mills,3211 Hwy. 397 S.,Lake Charles,LA,70615,,"8,000,000 cwts."
The Scoular Company,Grain,3220 Rd. 107,Sidney,NE,69162,,"3,870,000 bus up"
Frontier Cooperative Co.,Grain,3221 35th Rd.,Silver Creek,NE,68663,,"2,437,000 bus up"
Consolidated Grain & Barge Co.,Grain,32211 102nd St.,Hull,IL,62343,,"2,935,000 bus up."
Adm Milling Co.,Flour mills,323 Meridian St.,Carthage,MO,64836,,"8,500 cwts"
Adm Milling Co.,Grain,"323 Meridian St., P.O. Box 427",Carthage,MO,64836,,"850,000 bus up."
Sullivan Grain Co.,Grain,323 N. Hollaway St.,Sullivan,IN,47882,,"2,220,899 bus up"
Landus Cooperativ,Grain,3231 358th St.,Ulmer,IA,51450,,"909,000 bus up"
"Viterra Usa Grain, Llc",Grain,3237 E. State Rd. 236,Roachdale,IN,46172,,"2,102,000 bus up; 1,079,000 bus fl"
"Bartlett Grain Company, Lp",Grain,"324 Riverfront Rd., P.O. Box 378",Atchison,KS,66002,,"4,838,000 bus up."
Agtegra Cooperative,Grain,32450 U.S. Hwy. 12,Bowdle,SD,57428,,"6,900,000 bus up."
Shakopee River Terminal,Grain,3251 E. Hwy. 101,Shakopee,MN,55377,,"3,370,000 bus up."
Prairie Central Co-Op,Grain,32546 N. 2100 E.,Dwight,IL,60420,,"2,216,000 bus up."
Landus Cooperative,Grain,"326 Railway, P.O. Box 66",Templeton,IA,51463,,"2,868,000 bus up; 926,000 bus fl."
Landus Cooperative,Grain,3265 Durant Ave.,Yetter,IA,51433,,"2,657,000 bus up; 506,000 bus fl."
"Viterra Usa Grain, Llc",Grain,3274 Carrollton Rd.,Carrollton,MI,48724,,"3,153,000 bus up"
"Columbia Grain International, Llc",Grain,"329 Wardwell St., Box 7",Arvilla,ND,58214,,"2,392,000 bus up"
"Farmers Grain Terminal, Inc.",Grain,330 Farmers Grain Rd.,Mound,LA,71282,,"3,125,000 bus up"
Tate & Lyle,Specialty Mills,3300 U.S. 52 S.,Lafayette,IN,47902,,
"Brill, Inc.",Mix Plants,3301 Montreal Industrial Way,Tucker,GA,30084,,
"Barilla America, Inc.",Specialty Mills,3311 E. Lincoln Way,Ames,IA,50010,,"12,000 cwts."
"Bartlett Grain Company, Lp",Grain,3311 N. Emporia,Wichita,KS,67219,,"12,080,000 bus up"
"Bruce Oakley, Inc.",Grain,332 Hwy. 212 E.,Dumas,AR,71639,,"4,400,000 bus up."
"Snavely'S Mill, Inc.",Flour mills,333 Snavely Mill Rd.,Lititz,PA,17543,,"10,000 cwts"
"Snavely’S Mill, Inc.",Specialty Mills,333 Snavely Mill Rd.,Lititz,PA,17543,,"1,500 cwts"
"Hopkinsville Elevator Co., Inc.",Grain,333 Watermelon Rd.,Russellville,KY,42276,,"1,444,000 bus up"
"Columbia Grain International, Llc",Grain,"3334 Rural Old 10, P.O. Box 696",Valley City,ND,58072,,"5,543,000 bus up"
Archer Daniels Midland Co.,Grain,3338 Louisiana Hwy. 44,Paulina,LA,70763,,"2,480,000 bus up."
The Scoular Company,Grain,3339 E. Country Club Rd.,Salina,KS,67401,,"10,600,000 bus up."
"Riceland Foods, Inc.",Grain,3342 AR-90,Delaplaine,AR,72425,,"782,000 bus up."
"Michigan Agricultural Commodities, Inc.",Grain,"3346 Main St., P.O. Box 248",Marlette,MI,48453,,"4,500,000 bus up; 950,000 bus fl."
Alliance Grain Co.,Grain,33573 E. 1300 N. Rd.,Chatsworth,IL,60921,,"1,983,000 bus up."
"A. Fiorillo Co., Inc.",Mix Plants,336 Clark St,Milldale,CT,6467,,
"Columbia Grain International, Llc",Grain,3365 Whitlash Rd.,Chester,MT,59522,,"1,082,000 bus up."
"Cargill, Incorporated",Grain,337 Grain Terminal Rd.,Burbank,WA,99323,,"1,000,000 bus up"
Pride Ag Resources,Grain,33760 E. U.S. Hwy. 156,Kalvesta,KS,67856,,"1,239,000 bus up"
Snavely'S Mill,Flour mills,338 N. Railroad St.,Palmyra,PA,17078,,"3,000 cwts."
"The Andersons, Inc.",Grain,3389 W. County Rd. 300 S.,Logansport,IN,46947,,"4,500,000 bus up"
Quaker Foods North America,Specialty Mills,34 Hunter St. E.,Peterborough,ON,K9J 7B2,,"4,000 cwts"
"Producers Rice Mill, Inc.",Grain,340 S Main St,Eudora,AR,71640,,"961,000 bus up."
Hansen-Mueller Co.,Grain,340 S.W. Blvd.,Kansas City,KS,66103,,"4,545,000 bus up"
"Cargill, Incorporated",Grain,340 Southwest Blvd.,Kansas City,KS,66103,,"4,332,000 bus up"
Giusto'S Specialty Foods & Flour Mills,Flour mills,344 Littlefield Ave.,South San Francisco,CA,94080,,"2,000 cwts"
Giusto’S Specialty Foods & Flour Mills,Specialty Mills,344 Littlefield Ave.,South San Francisco,CA,94080,,
Giusto’S Specialty Foods & Flour Mills,Specialty Mills,344 Littlefield Ave.,South San Francisco,CA,94080,,
Giusto’S Specialty Foods & Flour Mills,Specialty Mills,344 Littlefield Ave.,South San Francisco,CA,94080,,
Giusto’S Specialty Foods & Flour Mills,Specialty Mills,344 Littlefield Ave.,South San Francisco,CA,94080,,
Landus Cooperative,Grain,"345 S.W. Second, P.O. Box 400",Earlham,IA,50072,,"1,237,000 bus up; 2,311,000 bus fl."
"Far West Rice, Inc.",Specialty Mills,3455 Nelson Rd.,Nelson,CA,95958,,"1,000,000 cwts."
The Scoular Company,Grain,346 E. Orchard Park Rd.,Dexter,NM,88230,,"900,000 bus up."
"Columbia Grain International, Llc",Grain,3469 80th Ave.,Jamestown,ND,58401,,"5,951,000 bus up."
Grain Craft,Grain,347 Industrial Rd.,Barnesville,GA,30204,,"1,450,000 bus up."
Grain Craft,Flour mills,"347 Industrial Rd., P.O. Box 160",Barnesville,GA,30204,,"16,000 cwts"
Tyson Foods Local Grain Services,Grain,347 S. Main St.,Dyer,TN,38330,,"2,500,000 bus up"
Ardent Mills,Grain,35 Nemco Way,Ayer,MA,1432,,"1,286,000 bus up."
Ardent Mills,Flour mills,35 Nemco Way,Ayer,MA,1432,,"15,000 cwts."
Star Of The West Milling Co.,Grain,35 S. Main St.,Churchville,NY,14428,,"995,000 bus up."
Star Of The West Milling Co.,Flour mills,35 S. Main St.,Churchville,NY,14428,,"5,600 cwts"
Frontier Cooperative Co.,Grain,"351 Cottonwood St., P.O. Box 69",North Bend,NE,68649,,"590,000 bus up; 1,500,000 bus fl."
Pgp International,Specialty Mills,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,,
Pgp International,Specialty Mills,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,,"14,000 cwts."
Pgp International,Mix Plants,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,,
Consolidated Grain & Barge Co.,Grain,351 Hwy. 3264,Jonesville,LA,71343,,"1,530,000 bus up."
Star Of The West Milling Co.,Grain,"3510 State Rte. 103 E., P.O. Box 438",Willard,OH,44890,,"1,200,000 bus up."
Star Of The West Milling Co.,Flour mills,"3510 State Rte. 103 E., P.O. Box 438",Willard,OH,44890,,"10,000 cwts"
"Viterra Usa Grain, Llc",Grain,"354 N. Cleburn, P.O. Box 687",Grand Island,NE,68802,,"788,000 bus up"
"Cargill, Incorporated",Grain,35419 State Hwy. 60,Heron Lake,MN,56137,,"2,058,000 bus up."
Archer Daniels Midland Co.,Grain,3551 County Rd. 89,Hebron,ND,58638,,"2,832,130 bus up"
"Co-Alliance, Llp",Grain,3551 W. County Rd. 800 S.,Union Mills,IN,46382,,"3,000,000 bus up; 750,000 bus"
"Central States Enterprises, Inc.",Grain,"356 Hartzell Rd., P.O. Box 323",New Haven,IN,46774,,"15,900,000 bus up."
